Номер пакета	Время	acc_X	acc_Y	acc_Z	gyro_X	gyro_Y	gyro_Z	mag_X	mag_Y	mag_Z	Лидар
29673	459136	-1199	-1742	1074	7	-715	-643	306	484	684	11521
29674	459151	-1027	-1563	880	-154	-632	-621	298	483	681	11521
29675	459166	-831	-1457	589	-429	-207	-382	288	484	689	11521
29676	459184	-922	-1400	560	-608	309	-162	285	485	701	11521
29677	459199	-948	-1444	619	-624	468	-33	294	500	706	11521
29678	459214	-1066	-1495	616	-438	495	25	299	502	701	11521
29679	459229	-1077	-1494	576	-313	464	21	291	497	708	11521
29681	459259	-1030	-1524	421	-6	391	-138	295	498	709	11521
29682	459274	-861	-1515	311	34	472	-239	312	503	719	11521
29683	459292	-732	-1477	153	33	582	-338	298	499	717	11521
29684	459307	-743	-1428	78	-21	673	-401	310	510	716	11521
29687	459352	-619	-1419	-2	-313	1118	-573	306	520	743	11521
29688	459367	-568	-1388	47	-391	1132	-692	312	524	756	11521
29689	459382	-495	-1382	17	-426	1131	-733	312	533	768	11521
29690	459400	-438	-1275	-4	-548	1176	-813	314	543	774	11521
29691	459415	-410	-1208	32	-563	1163	-806	307	547	781	11521
29692	459430	-389	-1281	-5	-505	1073	-659	315	545	804	11521
29693	459445	-325	-1509	-86	-515	970	-575	317	559	814	11521
29694	459460	-270	-1605	-214	-532	931	-617	312	570	839	11521
29695	459475	-76	-1695	-444	-674	996	-817	307	575	844	11521
29696	459490	44	-1607	-388	-666	1025	-850	314	587	862	11521
29697	459508	73	-1682	-389	-521	940	-721	308	584	874	11521
29698	459523	164	-2074	-308	-137	670	-470	306	595	883	11521
29699	459538	150	-2138	-181	24	512	-468	298	602	877	11521
29701	459568	20	-2279	263	380	-96	-311	288	600	872	11521
29702	459583	-10	-2336	539	785	-796	-86	282	612	855	11521
29703	459598	-159	-2335	353	1111	-1339	202	275	609	826	11521
29704	459616	-254	-2414	247	1140	-1344	350	263	616	802	11521
29705	459631	-460	-2592	364	972	-1051	497	267	611	793	11521
29706	459646	-507	-2714	513	835	-910	465	269	606	759	11521
29707	459661	-519	-2874	595	506	-836	101	266	596	752	11521
29708	459676	-555	-2696	689	372	-881	-175	254	604	744	11521
29709	459691	-514	-2385	850	389	-1158	-451	245	608	732	11521
29710	459706	-357	-2271	771	550	-1482	-456	212	624	703	11521
29711	459724	-347	-2187	787	538	-1542	-450	198	615	692	11521
29712	459739	-177	-2101	844	381	-1542	-394	186	623	691	11521
29713	459754	-53	-2012	753	313	-1499	-384	161	618	672	11521
29714	459769	49	-1867	757	61	-1246	-225	154	616	656	11521
29715	459784	74	-1786	818	-37	-1147	-83	147	615	668	11521
29716	459799	82	-1867	794	2	-1097	319	141	616	655	11521
29717	459814	-117	-2078	1011	207	-1088	601	147	612	660	11521
29718	459832	-239	-2177	1152	349	-1131	636	128	617	646	11521
29719	459847	-567	-2208	1289	593	-1378	438	134	603	618	11521
29720	459862	-775	-2220	1333	663	-1859	97	120	603	618	11521
29721	459877	-1192	-2333	1307	1022	-2371	-187	97	591	608	11521
29723	459907	-989	-1849	592	1780	-3594	-1381	21	580	559	11521
29724	459922	-399	-1138	313	1859	-3613	-1800	-82	559	528	11521
29727	459970	427	-640	302	744	-1290	-101	-180	528	509	11521
29728	459985	243	-830	456	261	-697	271	-194	516	503	11521
29729	460000	-162	-1284	778	-384	-64	641	-173	520	502	11521
29730	460015	-352	-1406	832	-471	-71	643	-174	515	522	11521
29731	460030	-460	-1647	687	-439	-313	440	-165	528	515	11521
29732	460048	-362	-1676	663	-484	-475	-32	-171	529	535	11521
29733	460063	-208	-1568	682	-492	-524	-243	-180	531	532	11521
29734	460078	103	-1349	691	-494	-560	-351	-180	543	542	11521
29737	460123	335	-1647	673	-626	-204	308	-188	557	568	11521
29738	460138	277	-1914	583	-666	17	468	-188	557	566	11521
29739	460156	248	-2103	781	-675	180	357	-190	556	569	11521
29740	460171	202	-2162	822	-570	135	267	-179	567	576	11521
29741	460186	158	-2165	891	-337	-72	135	-173	588	576	11521
29742	460201	195	-2208	822	-218	-176	119	-166	584	571	11521
29745	460246	261	-2191	680	21	301	157	-169	585	565	11521
29746	460264	152	-2309	914	123	428	282	-169	587	567	11521
29747	460279	74	-2346	950	139	415	329	-160	594	568	11521
29748	460294	-74	-2378	974	44	388	272	-166	595	566	11521
29749	460309	-201	-2302	1145	158	325	173	-151	588	561	11521
29750	460324	-502	-2361	1373	347	241	151	-148	583	548	11521
29751	460339	-592	-2525	1644	562	55	-76	-150	583	564	11521
29752	460354	-645	-2483	1797	463	-28	-362	-147	581	544	11521
29753	460372	-493	-2137	1715	207	-330	-848	-172	586	531	11521
29754	460387	-129	-1786	1291	8	-451	-946	-178	580	534	11521
29755	460402	-31	-1697	1085	-37	-398	-844	-191	582	543	11521
29756	460417	-5	-1704	707	-62	-96	-572	-199	580	538	11521
29757	460432	-67	-1719	671	-39	109	-477	-207	582	539	11521
29758	460447	-240	-1827	839	183	406	-338	-198	572	522	11521
29759	460462	-320	-1928	1064	401	479	-391	-203	574	527	11521
29760	460480	-286	-1897	1161	424	472	-498	-204	580	521	11521
29761	460495	-105	-1688	1108	355	418	-670	-209	574	509	11521
29762	460510	-29	-1558	1000	259	441	-681	-205	573	500	11521
29764	460540	61	-1359	721	-150	789	-449	-204	582	515	11521
29765	460555	-17	-1397	655	-411	1004	-319	-189	579	511	11521
29766	460570	-50	-1345	574	-586	1067	-333	-187	578	511	11521
29767	460588	-43	-1309	547	-630	1045	-363	-173	585	522	11521
29768	460603	16	-1215	461	-688	981	-446	-159	586	529	11521
29769	460618	44	-1168	447	-733	966	-480	-159	598	533	11521
29770	460633	101	-1073	588	-793	916	-504	-156	596	538	11521
29771	460648	121	-1085	596	-767	825	-474	-148	611	549	11521
29772	460663	210	-1252	405	-764	703	-424	-144	618	561	11521
29773	460678	281	-1434	302	-952	769	-498	-142	621	569	11521
29774	460696	320	-1536	251	-1048	810	-549	-154	629	571	11521
29776	460726	369	-1647	335	-1125	725	-733	-140	644	597	11521
29777	460741	523	-1719	285	-839	441	-765	-151	651	613	11521
29778	460756	716	-1822	106	-712	309	-737	-145	655	622	11521
29779	460771	748	-1894	78	-693	312	-700	-156	657	626	11521
29780	460786	814	-2030	29	-549	340	-573	-175	670	638	11521
29783	460834	618	-2434	315	-146	441	-149	-167	678	651	11521
29784	460849	628	-2431	426	-142	433	-183	-159	673	651	11521
29785	460864	619	-2333	554	-97	317	-247	-162	674	655	11521
29787	460894	718	-2480	412	-27	190	-132	-161	680	660	11521
29788	460912	836	-2490	326	-22	256	-173	-161	672	659	11521
29789	460927	847	-2459	425	26	309	-169	-158	676	661	11521
29790	460942	691	-2485	849	290	279	-15	-155	680	661	11521
29791	460957	564	-2484	1106	486	189	86	-157	666	649	11521
29792	460972	337	-2464	1498	567	-31	192	-150	670	658	11521
29793	460987	341	-2488	1520	410	-103	168	-153	662	638	11521
29794	461002	480	-2243	1217	-119	-88	-11	-142	663	633	11521
29795	461020	602	-2019	806	-510	128	41	-157	664	633	11521
29796	461035	643	-2022	656	-604	259	147	-137	673	652	11521
29797	461050	527	-2043	608	-622	347	381	-120	673	646	11521
29798	461065	493	-2139	646	-517	300	486	-119	677	646	11521
29799	461080	339	-2179	698	-246	23	486	-117	676	650	11521
29800	461095	283	-2132	707	-120	-131	410	-110	675	649	11521
29802	461128	397	-1521	702	-16	-378	82	-104	683	652	11521
29803	461143	372	-1319	686	-135	-371	90	-113	682	665	11521
29804	461158	277	-1078	517	-382	-386	342	-117	691	657	11521
29805	461173	175	-1040	397	-504	-375	672	-109	693	665	11521
29806	461188	9	-1119	164	-706	-274	778	-95	696	673	11521
29807	461203	-96	-1221	25	-785	-126	801	-92	700	678	11521
29808	461218	-133	-1235	79	-798	-64	756	-78	708	696	11521
29809	461236	-239	-1344	242	-733	-110	637	-64	708	695	11521
29810	461251	-303	-1533	293	-580	-331	512	-58	712	707	11521
29811	461266	-271	-1711	215	-578	-393	371	-51	714	713	11521
29812	461281	-163	-1792	168	-620	-318	-187	-54	724	722	11521
29813	461296	-69	-1652	254	-666	-176	-515	-59	723	732	11521
29814	461311	200	-1271	398	-801	116	-1014	-79	730	739	11521
29815	461326	489	-843	345	-961	291	-1288	-84	733	753	11521
29816	461344	609	-675	220	-908	290	-1276	-99	741	763	11521
29817	461359	805	-725	37	-432	121	-797	-117	740	783	11521
29818	461374	771	-899	44	-26	-47	-401	-131	738	769	11521
29819	461389	261	-1452	172	721	-509	518	-134	741	751	11521
29820	461404	-67	-1941	76	926	-763	1035	-118	737	739	11521
29821	461419	-533	-3063	-563	810	-927	1672	-105	731	743	11521
29822	461434	-642	-3502	-1295	51	-352	1475	-81	734	745	11521
29823	461452	-574	-3605	-1435	-290	79	1304	-61	730	751	11521
29824	461467	-520	-3793	-1317	-347	685	1008	-40	728	746	11521
29825	461482	-503	-3926	-974	-171	785	870	-33	734	760	11521
29826	461497	-459	-4042	-189	268	541	410	-30	723	755	11521
29827	461512	-284	-3945	6	378	304	60	-6	719	749	11521
29828	461527	251	-3124	197	311	23	-669	-18	720	747	11521
29829	461542	284	-2145	722	212	58	-527	-34	721	747	11521
29830	461560	41	-2127	986	129	164	-90	-43	729	740	11521
29831	461575	-468	-2486	1437	-346	527	371	-13	733	753	11521
29832	461590	-570	-2472	1530	-734	717	163	-2	732	761	11521
29833	461605	-406	-1788	1241	-1324	845	-409	1	736	782	11521
29834	461620	-152	-1372	559	-1318	798	-250	-2	740	800	11521
29836	461650	-390	-1551	140	-715	823	554	20	752	833	11521
29837	461668	-537	-1721	122	-500	810	698	28	757	842	11521
29838	461683	-722	-1864	54	-240	763	690	42	742	850	11521
29839	461698	-812	-1888	7	-153	674	553	64	751	838	11521
29840	461713	-744	-1868	-152	-83	582	489	76	738	844	11521
29841	461728	-635	-1739	-477	42	595	348	87	741	860	11521
29842	461743	-609	-1655	-487	43	697	293	89	733	861	11521
29843	461758	-516	-1546	-444	115	887	227	103	743	861	11521
29844	461776	-451	-1443	-304	156	1024	142	114	738	855	11521
29845	461791	-417	-1381	-235	152	1067	85	113	742	873	11521
29846	461806	-349	-1310	-116	153	1075	-46	119	742	867	11521
29847	461821	-311	-1296	-103	158	1048	-109	115	732	867	11521
29848	461836	-253	-1267	-30	143	1042	-269	128	732	860	11521
29849	461851	-185	-1268	-14	142	1057	-354	125	730	876	11521
29850	461866	-4	-1289	48	65	1103	-558	125	741	879	11521
29851	461884	224	-1288	-86	-36	1124	-638	102	752	872	11521
29852	461899	330	-1409	-133	-150	1175	-607	112	748	895	11521
29853	461914	418	-1634	-234	-388	1305	-591	105	750	891	11521
29854	461929	453	-1732	-279	-493	1368	-635	108	745	922	11521
29855	461944	565	-1883	-251	-624	1407	-843	96	754	936	11521
29856	461959	623	-1916	-230	-629	1350	-977	83	765	942	11521
29857	461974	841	-1911	-233	-545	1088	-1240	84	765	951	11521
29858	461992	1039	-1825	-257	-393	788	-1323	60	767	956	11521
29859	462007	1088	-1794	-268	-282	629	-1260	49	766	961	11521
29860	462022	1082	-1807	-334	-47	386	-968	35	772	956	11521
29862	462052	925	-1982	-44	201	300	-595	7	780	957	11521
29863	462067	940	-1958	195	276	236	-563	3	772	944	11521
29864	462082	978	-1898	331	275	171	-566	5	778	941	11521
29865	462100	1094	-1741	342	301	-54	-504	-31	778	942	11521
29866	462115	1195	-1689	284	309	-195	-397	-38	775	937	11521
29867	462130	1497	-1604	-14	264	-202	-348	-39	775	931	11521
29868	462145	1728	-1347	-269	200	-63	-183	-38	777	925	11521
29869	462160	1731	-1256	-235	254	-2	20	-51	780	921	11521
29870	462175	1406	-1429	110	662	-129	602	-37	775	909	11521
29871	462190	742	-1848	806	1171	-606	956	-34	769	908	11521
29872	462208	448	-2086	1096	1383	-984	972	-20	761	895	11521
29873	462223	113	-2386	1151	1670	-1766	792	-21	767	872	11521
29874	462238	101	-2409	937	1636	-1968	678	0	753	826	11521
29875	462253	69	-2236	559	1291	-1874	673	-5	748	805	11521
29876	462268	-19	-2215	456	1153	-1688	860	-1	746	797	11521
29877	462283	-336	-2514	392	1020	-1249	1351	6	734	781	11521
29878	462298	-664	-2909	587	1068	-938	1481	29	720	744	11521
29879	462316	-763	-3006	688	1114	-906	1364	31	720	735	11521
29880	462331	-804	-2829	750	1214	-1064	914	48	706	723	11521
29881	462346	-750	-2606	735	1261	-1174	725	43	711	711	11521
29882	462361	-614	-2197	640	1259	-1257	594	46	697	693	11521
29883	462376	-565	-2067	633	1135	-1185	626	36	677	662	11521
29884	462391	-459	-1874	556	709	-926	779	38	667	647	11521
29885	462406	-332	-1701	386	179	-649	849	50	672	640	11521
29886	462424	-270	-1620	266	-78	-524	870	50	678	646	11521
29887	462439	-237	-1538	225	-522	-359	908	68	663	647	11521
29888	462454	-264	-1567	236	-595	-396	901	85	675	660	11521
29889	462469	-339	-1604	284	-486	-671	780	81	661	670	11521
29890	462484	-298	-1639	295	-356	-939	493	89	669	662	11521
29891	462499	-89	-1522	384	-365	-1005	311	81	682	659	11521
29892	462514	126	-1310	436	-450	-1076	152	82	678	667	11521
29893	462532	201	-1281	411	-500	-1071	174	79	676	674	11521
29894	462547	236	-1369	401	-652	-974	334	62	674	664	11521
29895	462562	128	-1492	354	-760	-908	436	64	678	673	11521
29896	462577	80	-1586	335	-801	-888	458	66	687	694	11521
29897	462592	9	-1800	248	-764	-904	441	69	687	709	11521
29898	462607	-18	-1856	203	-709	-925	398	73	692	704	11521
29899	462622	-7	-2020	-35	-563	-909	306	74	703	721	11521
29900	462640	-29	-1977	-203	-394	-785	191	62	698	725	11521
29901	462655	-53	-2001	-239	-259	-729	214	62	702	740	11521
29902	462670	-181	-2151	-365	89	-674	304	68	697	718	11521
29903	462685	-307	-2164	-412	274	-630	307	58	696	721	11521
29904	462700	-591	-2259	-291	602	-509	337	66	698	708	11521
29905	462715	-753	-2375	-177	778	-501	356	68	684	699	11521
29906	462730	-1034	-2599	30	1032	-607	274	72	677	684	11521
29907	462748	-966	-2693	-236	1095	-615	55	53	674	662	11521
29908	462763	-900	-2523	-333	1026	-411	-51	58	652	642	11521
29909	462778	-1037	-2232	182	889	200	149	60	651	635	11521
29910	462793	-1193	-2392	518	903	391	410	65	639	637	11521
29911	462808	-1634	-2589	1072	876	640	650	72	634	634	11521
29912	462823	-1739	-2697	1391	677	780	589	71	630	613	11521
29913	462838	-1694	-2544	1688	236	896	132	95	623	625	11521
29914	462856	-1448	-2129	1654	-113	917	-185	109	623	634	11521
29915	462871	-1258	-1965	1557	-195	898	-227	109	630	642	11521
29916	462886	-1018	-1638	1191	-254	854	-124	118	630	639	11521
29917	462901	-1000	-1551	950	-261	871	19	138	633	642	11521
29918	462916	-1087	-1532	591	-230	1047	311	147	634	651	11521
29919	462931	-1198	-1665	478	-30	1210	485	153	636	651	11521
29920	462946	-1247	-1746	453	56	1218	486	173	625	648	11521
29921	462964	-1235	-1811	381	159	1089	290	190	630	662	11521
29922	462979	-1171	-1770	302	200	979	131	198	617	663	11521
29923	462994	-986	-1600	40	281	837	-151	210	614	656	11521
29926	463039	-734	-1449	41	185	1157	-312	225	620	683	11521
29927	463054	-649	-1515	186	142	1136	-557	234	618	677	11521
29928	463072	-556	-1450	214	151	1079	-721	223	625	683	11521
29929	463087	-322	-1205	217	107	1042	-949	229	634	691	11521
29930	463102	-234	-1125	202	41	1069	-988	222	638	686	11521
29931	463117	-85	-1108	163	-103	1189	-933	222	628	709	11521
29932	463132	-57	-1118	144	-183	1244	-905	226	641	702	11521
29933	463147	28	-1233	113	-284	1329	-807	222	642	713	11521
29934	463162	166	-1318	61	-334	1442	-689	229	656	733	11521
29935	463180	209	-1368	119	-380	1553	-605	218	667	743	11521
29936	463195	368	-1636	205	-517	1698	-395	231	667	763	11521
29937	463210	399	-1772	218	-529	1675	-313	239	666	774	11521
29938	463225	447	-2082	209	-516	1518	-266	256	668	802	11521
29939	463240	518	-2229	226	-499	1400	-319	259	669	826	11521
29940	463255	705	-2462	219	-252	1035	-565	252	677	829	11521
29941	463270	1070	-2466	194	102	569	-950	248	684	832	11521
29942	463288	1238	-2324	215	285	320	-1100	218	690	820	11521
29943	463303	1376	-2093	528	630	-214	-1073	206	695	820	11521
29944	463318	1332	-2021	680	827	-568	-901	199	701	804	11521
29945	463333	969	-1966	862	1139	-1243	-357	186	690	786	11521
29946	463348	846	-2231	886	1144	-1485	104	163	688	761	11521
29948	463378	436	-2482	741	405	-852	-8	156	676	732	11521
29949	463396	164	-2562	974	533	-940	152	144	678	718	11521
29950	463411	-281	-2938	1355	999	-1523	394	138	673	711	11521
29951	463426	-506	-2869	1568	1171	-2023	169	119	659	673	11521
29952	463441	-412	-2720	1609	1080	-2118	31	112	658	666	11521
29953	463456	-166	-2286	1684	683	-1947	-30	93	651	646	11521
29954	463471	-117	-2089	1781	419	-1769	117	83	659	638	11521
29955	463486	-184	-1958	1802	-129	-1488	714	84	658	634	11521
29956	463504	-485	-1961	1437	-581	-1331	1286	85	651	643	11521
29957	463519	-689	-1980	1228	-761	-1236	1456	98	650	639	11521
29958	463534	-897	-2027	827	-969	-1115	1492	99	659	643	11521
29959	463549	-961	-1877	616	-976	-1123	1391	99	665	654	11521
29960	463564	-1063	-1490	242	-938	-1193	1311	119	651	669	11521
29961	463579	-1106	-1389	54	-913	-1261	1377	134	659	672	11521
29962	463594	-1198	-1300	-430	-776	-1335	1488	132	659	677	11521
29963	463612	-1331	-1322	-708	-684	-1152	1416	126	659	673	11521
29966	463657	-1250	-1678	-530	-190	-1081	786	160	650	667	11521
29968	463687	-758	-1378	-389	-218	-735	72	145	651	662	11521
29969	463702	-620	-1173	-164	-336	-357	25	157	647	673	11521
29970	463720	-584	-1404	-5	-420	-54	183	154	650	679	11521
29971	463735	-593	-1531	50	-476	76	174	160	654	689	11521
29972	463750	-665	-1638	282	-651	255	1	166	669	690	11521
29973	463765	-655	-1694	364	-657	242	-76	162	662	715	11521
29974	463780	-604	-1833	306	-623	158	-228	167	672	717	11521
29976	463810	-324	-1892	487	-760	228	-482	157	684	737	11521
29977	463828	-132	-1779	411	-681	124	-563	157	691	742	11521
29978	463843	-70	-1675	262	-625	95	-399	154	687	756	11521
29979	463858	41	-1642	84	-603	154	-276	144	702	748	11521
29980	463873	-23	-1673	-87	-478	269	-7	149	698	778	11521
29981	463888	-88	-1730	-160	-355	303	110	151	699	778	11521
29982	463903	-278	-1833	-186	6	312	256	166	689	780	11521
29983	463918	-506	-1867	-82	553	183	357	162	691	769	11521
29984	463936	-637	-1917	38	859	85	401	156	692	756	11521
29985	463951	-991	-2121	379	1330	-167	493	177	681	742	11521
29986	463966	-1048	-2280	432	1482	-302	476	189	664	725	11521
29987	463981	-988	-2109	372	1482	-351	196	182	666	707	11521
29988	463996	-1034	-1880	412	1334	-210	113	182	656	698	11521
29989	464011	-1439	-1759	784	1218	102	378	182	642	668	11521
29990	464026	-1791	-2409	1255	1142	212	535	200	626	651	11521
29991	464044	-1863	-2578	1371	1019	165	294	194	623	647	11521
29992	464059	-1632	-2317	1393	771	0	-436	197	615	634	11521
29993	464074	-1436	-2039	1265	659	-28	-662	181	607	633	11521
29994	464089	-1064	-1597	993	292	207	-608	177	613	630	11521
29995	464104	-973	-1481	956	147	426	-421	181	611	637	11521
29996	464119	-944	-1423	918	24	786	-19	186	608	628	11521
29997	464134	-1052	-1537	1031	107	841	319	193	604	644	11521
29998	464152	-1115	-1633	1006	250	693	400	213	609	639	11521
29999	464167	-1154	-1666	716	548	313	388	212	610	627	11521
30000	464182	-1141	-1629	502	615	225	364	216	593	624	11521
30001	464197	-1076	-1535	285	563	369	397	226	594	628	11521
30002	464212	-1016	-1471	196	345	682	456	228	585	628	11521
30003	464227	-1011	-1409	132	243	820	474	267	583	628	11521
30004	464242	-952	-1312	-23	16	1087	541	268	570	652	11521
30006	464275	-998	-1187	-105	-184	1450	579	295	571	663	11521
30007	464290	-1123	-1367	-7	9	1378	596	339	563	671	11521
30008	464305	-1132	-1458	38	189	1261	510	356	558	684	11521
30009	464320	-1090	-1536	156	450	1043	132	349	552	677	11521
30010	464335	-952	-1492	196	523	970	-99	366	554	688	11521
30011	464350	-734	-1315	217	557	932	-435	365	546	696	11521
30012	464368	-524	-1289	307	482	1037	-472	373	545	691	11521
30014	464398	-504	-1517	425	267	1230	-253	376	550	706	11521
30015	464413	-491	-1670	375	208	1288	-199	382	558	710	11521
30016	464428	-465	-1874	392	76	1438	-263	398	540	736	11521
30017	464443	-461	-1965	432	54	1457	-330	405	546	743	11521
30019	464476	-200	-2249	482	389	986	-703	418	548	763	11521
30020	464491	-74	-2266	442	483	817	-823	417	553	762	11521
30021	464506	151	-2149	397	606	564	-946	406	557	773	11521
30022	464521	248	-2096	388	673	478	-905	406	565	761	11521
30023	464536	265	-2026	475	770	405	-650	390	571	758	11521
30024	464551	197	-2056	597	788	391	-458	392	561	751	11521
30025	464566	0	-2339	724	747	365	-153	392	559	737	11521
30026	464584	-102	-2518	641	636	272	-155	392	554	746	11521
30027	464599	-167	-2486	605	602	182	-206	387	560	737	11521
30028	464614	-311	-2360	587	677	-64	-165	388	548	725	11521
30029	464629	-409	-2401	618	1010	-295	25	382	544	722	11521
30030	464644	-866	-2533	820	869	-373	76	386	541	705	11521
30031	464659	-1089	-2867	1121	829	-502	-48	380	540	693	11521
30032	464674	-1086	-2878	1170	707	-554	-319	371	541	669	11521
30033	464692	-937	-2519	1273	364	-648	-813	363	551	669	11521
30034	464707	-664	-2280	1146	266	-814	-752	355	547	662	11521
30035	464722	-550	-2238	1058	234	-818	-598	336	555	657	11521
30036	464737	-479	-2180	1105	53	-659	-220	314	556	650	11521
30037	464752	-530	-2219	1172	8	-597	6	319	555	642	11521
30038	464767	-720	-2386	1295	-42	-600	302	327	548	641	11521
30039	464782	-857	-2329	1285	-70	-761	278	314	553	638	11521
30040	464800	-891	-2183	1258	-125	-842	223	301	553	626	11521
30041	464815	-815	-1955	1016	-265	-905	213	295	548	624	11521
30042	464830	-768	-1811	842	-399	-835	218	295	545	623	11521
30043	464845	-617	-1549	683	-771	-551	252	295	547	636	11521
30044	464860	-545	-1426	631	-927	-424	267	293	555	642	11521
30045	464875	-485	-1226	565	-1142	-303	263	291	563	638	11521
30046	464890	-447	-1143	587	-1181	-427	272	292	571	657	11521
30047	464908	-446	-1137	588	-1128	-575	244	298	574	670	11521
30048	464923	-371	-1084	606	-970	-917	158	304	583	671	11521
30049	464938	-318	-1036	551	-943	-1024	113	292	591	666	11521
30050	464953	-279	-892	446	-1119	-1007	127	287	599	679	11521
30051	464968	-302	-870	372	-1260	-920	231	280	599	690	11521
30052	464983	-437	-1078	99	-1482	-655	521	277	608	697	11521
30053	464998	-666	-1459	-37	-1556	-382	647	285	611	708	11521
30054	465016	-730	-1659	-45	-1534	-291	588	306	617	734	11521
30055	465031	-763	-1798	-45	-1412	-211	245	301	630	745	11521
30056	465046	-736	-1792	-57	-1338	-209	46	306	634	763	11521
30057	465061	-601	-1716	-112	-1147	-229	-241	303	635	763	11521
30058	465076	-530	-1586	-88	-832	-275	-319	293	645	777	11521
30060	465106	-559	-1660	63	-325	-366	-152	289	652	802	11521
30061	465124	-612	-1665	118	-101	-459	-75	276	646	792	11521
30062	465139	-641	-1675	84	-22	-495	-37	286	645	798	11521
30063	465154	-704	-1672	-9	60	-426	52	285	654	801	11521
30064	465169	-742	-1657	-90	70	-353	94	282	652	796	11521
30065	465184	-954	-1610	-164	31	-166	321	292	652	790	11521
30066	465199	-1099	-1676	-193	44	-93	489	281	645	796	11521
30067	465214	-1336	-1993	-230	145	14	688	301	644	783	11521
30068	465232	-1702	-2052	-133	393	40	514	303	642	779	11521
30069	465247	-1818	-2122	-35	593	-15	451	311	634	770	11521
30070	465262	-1935	-2363	209	965	-128	192	304	620	770	11521
30071	465277	-1986	-2411	392	1028	-152	-68	317	627	739	11521
30072	465292	-1870	-2353	668	982	-181	-635	303	622	726	11521
30073	465307	-1767	-2195	731	929	-193	-900	285	627	717	11521
30075	465340	-1222	-1493	1100	911	-183	-1244	250	636	683	11521
30076	465355	-1070	-1375	1138	1038	-269	-1164	236	631	678	11521
30077	465370	-799	-1251	1041	1184	-370	-899	219	632	678	11521
30078	465385	-726	-1201	953	1179	-365	-733	214	625	662	11521
30080	465415	-542	-1204	542	1047	-183	135	188	614	630	11521
30081	465430	-409	-1276	214	876	133	213	205	602	628	11521
30082	465448	-450	-1313	128	709	492	458	196	599	627	11521
30083	465463	-488	-1396	172	694	603	560	214	595	620	11521
30084	465478	-601	-1621	233	747	663	569	236	578	604	11521
30085	465493	-684	-1727	365	781	586	328	249	571	611	11521
30086	465508	-647	-1782	375	810	514	157	249	568	599	11521
30087	465523	-524	-1644	371	817	410	-279	252	561	596	11521
30088	465538	-447	-1537	436	765	397	-427	252	553	581	11521
30090	465571	-96	-1362	390	497	398	-558	247	552	578	11521
30093	465616	3	-1629	338	168	524	-361	248	548	594	11521
30094	465631	171	-2026	288	186	345	-437	255	547	594	11521
30095	465646	350	-2240	223	227	18	-662	248	548	589	11521
30096	465664	398	-2212	232	248	-155	-760	240	553	589	11521
30097	465679	325	-2132	333	279	-400	-660	219	559	570	11521
30098	465694	255	-2228	376	245	-416	-480	210	550	580	11521
30099	465709	34	-2466	536	54	-173	-97	208	558	569	11521
30100	465724	-78	-2630	669	-106	39	47	201	556	577	11521
30101	465739	-300	-2919	984	-467	390	112	207	563	578	11521
30102	465754	-485	-2936	1151	-654	466	14	223	560	600	11521
30103	465772	-596	-2894	1205	-688	424	-13	225	567	595	11521
30105	465802	-873	-2910	1172	-597	139	-168	238	579	622	11521
30106	465817	-743	-2770	909	-632	-59	-577	233	587	618	11521
30107	465832	-557	-2589	651	-652	-140	-784	229	602	624	11521
30108	465847	-236	-2119	308	-603	-167	-941	212	606	631	11521
30109	465862	-232	-1918	313	-430	-74	-613	201	620	637	11521
30110	465880	-264	-2052	420	-302	-14	-359	198	618	643	11521
30111	465895	-451	-2341	801	-259	52	-198	204	622	651	11521
30112	465910	-494	-2386	987	-279	12	-279	198	616	655	11521
30113	465925	-333	-2205	1007	-394	-162	-540	178	621	660	11521
30114	465940	-103	-1908	970	-392	-291	-586	170	625	663	11521
30115	465955	-57	-1813	1022	-355	-298	-493	168	633	668	11521
30116	465970	-6	-1787	1200	-209	-314	-148	163	636	674	11521
30117	465988	-21	-1813	1222	-90	-376	157	146	633	671	11521
30118	466003	-97	-1788	1249	-37	-432	275	147	632	656	11521
30119	466018	-226	-1763	1095	93	-574	516	157	624	661	11521
30120	466033	-276	-1784	1034	128	-615	601	165	627	661	11521
30121	466048	-419	-1717	999	207	-750	630	166	624	647	11521
30122	466063	-471	-1656	968	259	-855	598	158	623	663	11521
30125	466111	-507	-1193	772	109	-1303	463	160	608	628	11521
30126	466126	-373	-1070	590	-317	-1134	435	156	602	623	11521
30127	466141	-263	-993	496	-566	-956	428	150	615	632	11521
30128	466156	-202	-799	349	-968	-572	502	152	612	638	11521
30129	466171	-221	-765	295	-1112	-424	613	156	621	650	11521
30131	466204	-500	-1214	51	-1243	-243	1031	182	630	683	11521
30132	466219	-566	-1433	5	-1215	-269	983	190	632	693	11521
30133	466234	-611	-1739	-212	-1028	-393	638	204	634	704	11521
30134	466249	-599	-1746	-259	-900	-430	408	203	627	709	11521
30135	466264	-573	-1704	-195	-719	-406	101	203	645	722	11521
30136	466279	-564	-1738	-113	-630	-394	46	191	643	732	11521
30137	466294	-554	-1855	37	-355	-425	-25	199	640	726	11521
30138	466312	-565	-1969	102	-142	-445	-112	182	651	737	11521
30139	466327	-539	-2045	100	-75	-435	-168	188	651	733	11521
30140	466342	-417	-2046	33	70	-392	-341	177	650	719	11521
