Номер пакета	Время	acc_X	acc_Y	acc_Z	gyro_X	gyro_Y	gyro_Z	mag_X	mag_Y	mag_Z	Лидар
39	1840	-189	-1160	1361	-280	558	-1267	-23	-50	796	20
40	1847	-265	-1128	1301	-391	670	-1313	-23	-50	796	20
41	1847	-260	-1164	1313	-494	813	-1269	-26	-45	794	20
42	1861	-260	-1164	1313	-494	813	-1269	-26	-45	794	20
43	1861	-256	-1212	1383	-607	948	-1226	-12	-30	793	20
44	1875	-272	-1264	1438	-714	1056	-1242	-12	-30	793	20
45	1876	-290	-1331	1450	-772	1120	-1303	-3	-21	796	20
46	1882	-290	-1331	1450	-772	1120	-1303	-3	-21	796	20
47	1895	-255	-1376	1406	-789	1140	-1383	6	-7	788	20
48	1900	-182	-1368	1347	-830	1163	-1480	6	-7	788	20
49	1901	-144	-1346	1330	-911	1208	-1587	19	1	803	20
50	1917	-144	-1346	1330	-911	1208	-1587	19	1	803	20
51	1922	-94	-1302	1265	-971	1265	-1679	21	15	804	20
52	1923	-40	-1274	1179	-1049	1357	-1728	32	31	819	20
53	1936	-40	-1274	1179	-1049	1357	-1728	32	31	819	20
54	1937	-13	-1237	1101	-1168	1523	-1745	46	41	809	20
55	1951	3	-1228	1002	-1308	1755	-1731	46	41	809	20
56	1957	3	-1228	1002	-1308	1755	-1731	55	55	823	20
57	1957	-40	-1254	919	-1443	2054	-1683	55	55	823	20
58	1972	-141	-1340	925	-1563	2385	-1607	70	74	841	20
59	1972	-250	-1453	1025	-1670	2638	-1511	103	101	853	20
60	1989	-393	-1519	1147	-1744	2752	-1439	103	101	853	20
61	1989	-508	-1604	1212	-1766	2761	-1420	124	110	864	20
62	2003	-508	-1604	1212	-1766	2761	-1420	124	110	864	20
63	2009	-582	-1695	1263	-1744	2711	-1432	143	139	883	20
64	2010	-632	-1765	1288	-1646	2615	-1482	143	139	883	20
65	2024	-632	-1765	1288	-1646	2615	-1482	159	156	888	20
66	2030	-637	-1798	1265	-1511	2453	-1556	159	156	888	20
67	2030	-603	-1753	1215	-1408	2284	-1616	182	171	902	20
68	2045	-543	-1705	1148	-1351	2137	-1641	182	171	902	20
69	2051	-543	-1705	1148	-1351	2137	-1641	182	197	914	20
70	2051	-491	-1678	1085	-1302	2007	-1624	200	197	930	20
71	2065	-413	-1701	945	-1161	1901	-1596	200	197	930	20
72	2070	-413	-1701	945	-1161	1901	-1596	200	197	930	20
73	2071	-353	-1763	773	-953	1844	-1569	208	209	945	20
74	2080	-364	-1825	570	-783	1878	-1527	216	224	949	20
75	2086	-364	-1825	570	-783	1878	-1465	216	224	949	20
76	2098	-449	-1910	503	-690	2014	-1465	225	237	965	20
77	2103	-591	-1940	607	-641	2186	-1410	225	237	965	20
78	2104	-672	-1959	777	-608	2282	-1336	238	230	974	20
79	2118	-672	-1959	777	-608	2282	-1336	238	230	974	20
80	2124	-747	-1947	929	-523	2244	-1245	246	244	985	20
81	2124	-691	-1902	1036	-364	2097	-1157	246	244	985	20
82	2140	-691	-1902	1036	-364	2097	-1157	259	243	994	20
83	2146	-637	-1866	1084	-157	1867	-1050	259	243	994	20
84	2146	-562	-1856	1066	141	1555	-925	266	248	998	20
85	2160	-488	-1849	968	495	1246	-796	266	248	998	20
86	2160	-488	-1849	968	495	1246	-796	275	241	991	20
87	2173	-451	-1856	882	843	1019	-658	275	241	991	20
88	2180	-466	-1867	829	1146	896	-527	270	237	991	20
89	2180	-477	-1943	837	1339	835	-410	280	231	988	20
90	2198	-477	-1943	837	1440	828	-358	280	231	988	20
91	2198	-538	-2004	878	1486	869	-364	285	217	975	20
92	2214	-538	-2004	878	1486	869	-364	288	204	966	20
93	2215	-509	-2074	960	1451	875	-418	288	204	966	20
94	2229	-520	-2070	966	1368	870	-536	291	191	963	20
95	2235	-520	-2070	966	1368	870	-536	291	191	963	20
96	2236	-568	-2024	1018	1259	903	-685	300	186	955	20
97	2250	-602	-2004	1115	1118	930	-825	300	186	955	20
98	2256	-608	-1972	1140	1025	943	-965	302	175	961	20
99	2256	-608	-1972	1140	1025	943	-965	301	181	948	20
100	2271	-552	-1944	1141	981	940	-1093	301	181	948	20
101	2277	-494	-1890	1147	920	907	-1198	301	181	948	20
102	2277	-481	-1832	1144	887	845	-1302	301	169	936	20
103	2290	-481	-1832	1144	887	845	-1302	299	164	934	20
104	2293	-439	-1757	1184	892	751	-1378	306	160	935	20
105	2309	-426	-1669	1198	915	620	-1371	306	160	935	20
106	2315	-348	-1669	1134	928	438	-1316	306	160	935	20
107	2315	-306	-1639	1081	936	311	-1289	293	160	938	20
108	2331	-306	-1639	1081	936	311	-1289	285	151	926	20
109	2331	-306	-1609	1028	957	274	-1261	285	151	926	20
110	2345	-284	-1593	980	969	310	-1188	279	147	906	20
111	2350	-284	-1593	980	969	310	-1188	279	147	906	20
112	2351	-216	-1603	973	948	394	-1094	272	155	902	20
113	2364	-196	-1570	1022	891	512	-1015	272	155	902	20
114	2371	-196	-1570	1022	891	512	-1015	279	135	906	20
115	2371	-218	-1522	1098	848	612	-937	279	135	906	20
116	2385	-297	-1521	1267	912	651	-852	280	128	900	20
117	2390	-240	-1592	1216	1074	597	-740	277	121	908	20
118	2394	-336	-1571	1266	1240	574	-635	277	121	908	20
119	2407	-336	-1571	1266	1240	574	-635	279	106	901	20
120	2414	-288	-1622	1259	1311	554	-538	279	106	901	20
121	2414	-306	-1609	1357	1296	568	-499	284	99	899	20
122	2428	-306	-1609	1357	1296	568	-499	284	99	899	20
123	2428	-322	-1620	1411	1238	542	-505	284	84	905	20
124	2442	-309	-1613	1424	1215	473	-544	284	84	905	20
125	2448	-309	-1613	1418	1175	381	-580	292	73	888	20
126	2448	-292	-1614	1418	1175	381	-580	292	73	888	20
127	2462	-256	-1609	1377	1115	291	-628	292	73	885	20
128	2467	-194	-1585	1353	1013	230	-690	292	73	885	20
129	2468	-171	-1551	1363	858	172	-760	288	65	876	20
130	2484	-171	-1551	1363	858	172	-760	291	58	869	20
131	2490	-160	-1485	1375	769	135	-830	291	58	869	20
132	2490	-124	-1466	1323	719	111	-838	284	53	866	20
133	2507	-100	-1520	1251	670	134	-793	284	53	866	20
134	2507	-100	-1520	1251	702	252	-726	280	51	874	20
135	2521	-33	-1566	1273	702	252	-726	280	51	874	20
136	2527	-28	-1626	1343	756	372	-657	279	44	867	20
137	2528	-24	-1643	1475	836	457	-603	284	37	865	20
138	2542	-24	-1643	1475	836	457	-603	284	37	865	20
139	2542	-40	-1603	1648	958	469	-537	289	24	858	20
140	2556	-86	-1541	1692	1102	399	-448	289	24	858	20
141	2561	-86	-1541	1692	1102	399	-448	292	12	850	20
142	2562	-92	-1501	1704	1245	332	-327	292	12	850	20
143	2575	-100	-1454	1680	1368	315	-217	297	-4	850	20
144	2582	-100	-1454	1680	1368	315	-217	297	-4	850	20
145	2582	-141	-1414	1710	1423	357	-138	307	-28	847	20
146	2598	-188	-1403	1707	1418	413	-74	307	-28	847	20
147	2598	-231	-1398	1707	1391	498	-50	317	-42	838	20
148	2604	-276	-1400	1834	1295	598	-88	321	-52	835	20
149	2618	-276	-1400	1834	1295	598	-88	321	-52	835	20
150	2618	-280	-1349	1956	1190	604	-205	329	-71	834	20
151	2632	-234	-1250	2018	1055	496	-363	329	-71	834	20
152	2638	-234	-1250	2018	1055	496	-363	324	-84	831	20
153	2639	-196	-1125	2039	847	329	-543	324	-84	831	20
154	2653	-214	-998	1979	633	159	-737	330	-81	835	20
155	2653	-278	-942	1899	502	59	-873	330	-81	835	20
156	2667	-278	-942	1899	502	59	-873	325	-87	839	20
157	2672	-278	-937	1859	453	64	-896	325	-87	839	20
158	2673	-250	-1014	1920	419	103	-872	318	-92	832	20
159	2686	-250	-1014	1920	419	103	-872	318	-92	832	20
160	2693	-222	-1016	1981	355	70	-899	316	-88	831	20
161	2693	-189	-966	2015	250	-36	-959	318	-76	838	20
162	2712	-163	-882	2015	163	-163	-1007	318	-76	838	20
163	2712	-145	-798	1981	154	-249	-1017	310	-82	820	20
164	2726	-145	-798	1981	154	-249	-1017	310	-82	820	20
165	2731	-139	-781	1965	209	-263	-957	301	-80	819	20
166	2732	-123	-835	1941	288	-221	-864	299	-86	815	20
167	2745	-123	-835	1941	288	-221	-864	299	-86	815	20
168	2752	-120	-946	1932	427	-144	-808	299	-86	815	20
169	2752	-54	-1071	1991	573	-72	-764	291	-78	814	20
170	2766	-8	-1172	2068	562	-82	-742	291	-84	804	20
171	2766	-8	-1172	2068	562	-82	-742	291	-84	804	20
172	2780	43	-1190	2110	463	-180	-824	297	-88	799	20
173	2785	44	-1170	2161	381	-309	-947	297	-88	799	20
174	2786	44	-1170	2161	381	-309	-947	281	-87	808	20
175	2799	76	-1136	2134	336	-425	-1015	281	-87	808	20
176	2804	139	-1140	2112	298	-506	-1024	267	-88	806	20
177	2808	195	-1151	2107	271	-579	-1023	260	-83	787	20
178	2825	290	-1168	2059	245	-696	-1030	260	-83	787	20
179	2830	290	-1168	2059	245	-696	-1030	242	-82	803	20
180	2831	392	-1130	1956	198	-851	-1050	242	-82	803	20
181	2844	471	-1049	1781	149	-1004	-1060	221	-82	805	20
182	2845	538	-886	1672	127	-1092	-1033	221	-82	805	20
183	2858	538	-886	1672	127	-1092	-1033	203	-74	789	20
184	2865	535	-710	1585	153	-1108	-937	203	-74	789	20
185	2865	441	-706	1446	309	-1074	-737	185	-85	790	20
186	2879	441	-706	1446	309	-1074	-737	185	-85	790	20
187	2879	319	-843	1295	691	-949	-438	174	-90	787	20
188	2894	282	-1067	1221	1237	-730	-58	174	-90	787	20
189	2900	282	-1067	1221	1237	-730	-58	164	-100	786	20
190	2900	371	-1573	1311	1998	-436	419	165	-134	787	20
191	2917	371	-1573	1311	1998	-436	419	165	-134	787	20
192	2917	312	-1626	1308	2019	-376	274	154	-155	779	20
193	2931	286	-1615	1265	1785	-299	7	154	-155	779	20
194	2938	286	-1615	1265	1785	-299	7	158	-170	767	20
195	2938	267	-1507	1321	1381	-162	-320	152	-181	767	20
196	2952	208	-1384	1485	933	-6	-645	152	-181	767	20
197	2957	208	-1384	1485	933	-6	-645	152	-181	767	20
198	2958	107	-1258	1624	528	79	-894	148	-182	768	20
199	2971	98	-1141	1720	240	81	-1050	147	-185	769	20
200	2978	116	-1015	1752	95	23	-1141	147	-185	769	20
201	2978	116	-1015	1752	95	23	-1141	147	-184	764	20
202	2992	93	-902	1709	76	-69	-1162	147	-184	764	20
203	2992	120	-840	1657	179	-137	-1088	146	-177	767	20
204	3006	120	-840	1657	179	-137	-1088	146	-177	767	20
205	3009	216	-803	1644	345	-180	-946	143	-185	770	20
206	3013	313	-764	1626	486	-222	-814	143	-185	770	20
207	3026	664	-1091	1653	612	-205	-799	132	-185	775	20
208	3033	664	-1091	1653	612	-205	-799	132	-185	775	20
209	3033	509	-952	1637	888	-49	-1108	145	-190	764	20
210	3049	375	-765	1621	947	-17	-1341	145	-207	761	20
211	3055	387	-644	1563	778	8	-1315	144	-207	761	20
212	3055	387	-644	1563	778	8	-1315	138	-204	764	20
213	3069	421	-582	1564	511	166	-1214	138	-204	764	20
214	3069	445	-557	1708	240	410	-1180	137	-216	761	20
215	3082	445	-557	1708	240	410	-1180	137	-216	761	20
216	3089	423	-570	1842	17	638	-1164	155	-213	760	20
217	3089	345	-609	2075	-112	833	-1147	155	-213	760	20
218	3103	345	-609	2075	-195	868	-1135	169	-197	780	20
219	3103	231	-710	2311	-318	729	-1105	178	-200	779	20
220	3120	231	-710	2311	-318	729	-1105	178	-200	779	20
221	3120	314	-818	2355	-488	495	-1103	179	-195	766	20
222	3134	401	-878	2250	-622	237	-1185	179	-195	766	20
223	3139	401	-878	2250	-622	237	-1185	181	-179	774	20
224	3140	482	-866	2065	-611	39	-1311	181	-179	774	20
225	3153	567	-829	1862	-504	-75	-1447	184	-171	768	20
226	3160	567	-829	1862	-504	-75	-1447	184	-171	768	20
227	3160	636	-790	1663	-441	-123	-1603	178	-161	777	20
228	3174	666	-723	1489	-457	-101	-1742	178	-161	777	20
229	3179	666	-723	1489	-457	-101	-1742	165	-152	774	20
230	3180	620	-640	1333	-480	10	-1812	165	-152	774	20
231	3193	520	-584	1260	-469	184	-1805	173	-142	780	20
232	3200	389	-606	1311	-448	382	-1689	173	-142	780	20
233	3200	389	-606	1311	-448	382	-1689	170	-132	772	20
234	3209	356	-697	1508	-458	526	-1506	170	-132	772	20
235	3215	401	-814	1739	-427	551	-1415	181	-132	775	20
236	3228	307	-828	1883	-244	492	-1442	181	-132	775	20
237	3235	307	-828	1883	-244	492	-1442	174	-126	773	20
238	3235	209	-814	1908	32	387	-1483	186	-121	787	20
239	3249	169	-789	1841	225	247	-1441	186	-121	787	20
240	3255	169	-789	1841	225	247	-1441	182	-125	785	20
241	3256	218	-875	1614	262	131	-1364	182	-125	785	20
242	3272	288	-1039	1494	154	123	-1362	178	-119	780	20
243	3278	227	-897	1634	100	262	-1501	178	-119	780	20
244	3278	201	-912	1650	35	347	-1608	178	-121	780	20
245	3293	201	-912	1650	35	347	-1608	178	-121	780	20
246	3293	152	-916	1672	7	448	-1683	182	-115	781	20
247	3308	175	-897	1712	-9	561	-1763	186	-116	788	20
248	3312	178	-831	1727	-105	646	-1883	186	-116	788	20
249	3316	178	-831	1727	-105	646	-1883	190	-106	785	20
250	3330	128	-732	1804	-240	746	-2035	190	-106	785	20
251	3330	118	-614	1931	-351	820	-2124	197	-103	775	20
252	3344	128	-537	1993	-398	829	-2142	197	-103	775	20
253	3350	128	-537	1993	-398	829	-2142	195	-96	783	20
254	3351	127	-491	2055	-404	787	-2147	200	-81	783	20
255	3365	104	-400	2120	-384	719	-2112	200	-81	783	20
256	3371	104	-400	2120	-384	719	-2112	209	-68	790	20
257	3371	75	-334	2183	-328	603	-1996	209	-68	790	20
258	3387	102	-351	2233	-183	418	-1802	199	-68	777	20
259	3392	219	-419	2148	119	193	-1619	199	-68	777	20
260	3393	219	-419	2148	375	-24	-1500	196	-66	801	20
261	3406	258	-447	1969	491	-24	-1500	196	-66	801	20
262	3407	274	-470	1758	707	-126	-1450	187	-73	788	20
263	3423	287	-464	1598	668	-85	-1457	189	-65	785	20
264	3424	312	-446	1561	518	59	-1487	189	-65	785	20
265	3438	312	-446	1561	518	59	-1487	188	-76	777	20
266	3444	331	-416	1604	394	232	-1540	188	-76	777	20
267	3444	334	-341	1665	298	379	-1617	183	-75	778	20
268	3460	313	-266	1743	206	481	-1685	183	-75	778	20
269	3460	313	-266	1743	206	548	-1726	185	-77	788	20
270	3474	289	-164	1839	175	548	-1726	190	-77	777	20
271	3479	288	-57	1916	206	546	-1723	190	-77	777	20
272	3480	277	37	1935	224	484	-1670	187	-73	777	20
273	3493	277	37	1935	224	484	-1670	187	-73	777	20
274	3500	264	93	1932	243	429	-1559	192	-78	774	20
275	3500	293	71	1930	289	392	-1420	192	-78	774	20
276	3514	293	71	1930	289	392	-1420	188	-64	772	20
277	3514	295	32	1927	307	357	-1302	188	-64	772	20
278	3520	276	23	1911	312	317	-1220	186	-72	786	20
279	3534	276	23	1911	312	317	-1220	186	-72	786	20
280	3540	266	16	1876	326	280	-1153	189	-61	781	20
281	3541	268	27	1801	336	245	-1081	189	-61	781	20
282	3555	268	27	1801	336	245	-1081	184	-70	778	20
283	3555	257	35	1680	323	251	-884	191	-72	781	20
284	3571	257	35	1680	323	251	-884	191	-72	781	20
285	3576	241	24	1680	354	301	-773	199	-74	773	20
286	3577	216	-37	1672	395	336	-638	199	-74	773	20
287	3590	216	-37	1672	395	336	-638	197	-80	779	20
288	3597	206	-133	1697	430	380	-503	197	-80	779	20
289	3597	224	-216	1733	443	442	-443	207	-84	786	20
290	3613	224	-216	1733	443	442	-443	207	-84	786	20
291	3618	203	-237	1728	385	492	-455	210	-91	784	20
292	3621	176	-241	1742	290	551	-499	224	-91	777	20
293	3635	157	-237	1794	204	630	-549	224	-91	777	20
294	3635	111	-219	1857	151	682	-597	223	-88	785	20
295	3649	111	-219	1857	151	682	-597	223	-88	785	20
296	3655	69	-187	1922	130	685	-627	230	-95	786	20
297	3655	26	-159	1976	139	649	-633	230	-95	786	20
298	3669	26	-159	1976	139	649	-633	230	-94	782	20
299	3669	24	-166	2006	178	592	-630	230	-94	782	20
300	3682	32	-172	2016	206	519	-637	233	-98	778	20
301	3689	32	-172	2016	206	519	-637	233	-98	778	20
302	3689	45	-140	2023	199	450	-671	245	-87	791	20
303	3703	50	-67	2014	195	391	-729	245	-87	791	20
304	3709	50	-67	2014	195	391	-729	241	-90	793	20
305	3710	14	69	1948	233	283	-759	253	-89	786	20
306	3728	14	69	1948	233	283	-759	253	-89	786	20
307	3728	25	114	1952	253	247	-718	252	-91	780	20
308	3742	39	161	1958	244	210	-679	252	-91	780	20
309	3747	39	161	1958	244	210	-679	246	-91	782	20
310	3748	58	195	1964	196	179	-660	253	-92	786	20
311	3761	62	180	1990	148	169	-656	253	-92	786	20
312	3768	41	254	2008	148	150	-675	253	-92	786	20
313	3768	41	254	2008	148	150	-675	258	-94	782	20
314	3782	11	308	1948	84	79	-653	252	-82	782	20
315	3782	21	341	1922	0	54	-572	252	-82	782	20
316	3798	63	291	1933	-49	49	-478	245	-81	778	20
317	3804	63	291	1933	-49	49	-478	245	-81	778	20
318	3804	78	254	1956	-48	40	-399	250	-73	778	20
319	3819	104	233	1914	-45	9	-359	250	-73	778	20
320	3819	104	233	1914	-45	9	-359	249	-80	780	20
321	3825	79	245	1888	-125	-12	-319	249	-70	783	20
322	3840	79	245	1888	-125	-12	-319	249	-70	783	20
323	3847	80	209	1904	-124	-16	-269	256	-73	776	20
324	3847	106	200	1925	-124	-40	-222	256	-73	776	20
325	3861	106	200	1925	-124	-40	-222	244	-67	780	20
326	3861	122	187	1923	-181	-73	-196	244	-67	780	20
327	3875	106	187	1918	-253	-73	-193	250	-67	786	20
328	3880	106	187	1918	-253	-73	-193	250	-67	786	20
329	3881	95	183	1959	-320	-61	-192	250	-61	787	20
330	3894	64	238	2029	-381	-84	-172	250	-61	787	20
331	3895	64	274	2013	-425	-167	-123	242	-65	792	20
332	3909	64	274	2013	-425	-167	-123	242	-65	792	20
333	3915	76	317	1988	-485	-277	-31	243	-46	788	20
334	3915	119	310	1958	-536	-372	85	239	-52	783	20
335	3932	153	362	1913	-538	-459	181	239	-52	783	20
336	3933	146	431	1815	-535	-576	257	242	-47	790	20
337	3947	146	431	1815	-535	-576	257	242	-47	790	20
338	3953	157	455	1721	-500	-694	383	235	-44	788	20
339	3953	183	463	1617	-334	-765	543	235	-44	788	20
340	3967	183	463	1617	-334	-765	543	231	-38	780	20
341	3973	210	467	1490	-65	-818	701	231	-38	780	20
342	3974	221	462	1317	190	-886	883	221	-37	790	20
343	3989	221	468	1153	385	-913	1095	214	-43	774	20
344	3989	145	411	1040	518	-849	1330	208	-62	768	20
345	4009	87	266	1080	590	-694	1584	208	-62	768	20
346	4016	87	266	1080	590	-694	1584	216	-67	773	20
347	4016	117	-83	1382	424	-296	1796	208	-77	781	20
348	4035	117	-83	1382	424	-296	1796	208	-77	781	20
349	4036	115	-190	1543	228	-191	1733	219	-88	787	20
350	4049	89	-271	1633	-1	-163	1625	219	-88	787	20
351	4056	89	-271	1633	-1	-163	1625	229	-99	777	20
352	4056	54	-336	1671	-243	-162	1499	229	-99	777	20
353	4070	38	-397	1728	-455	-157	1362	234	-99	780	20
354	4076	15	-428	1791	-615	-191	1209	234	-99	780	20
355	4077	15	-428	1791	-615	-191	1209	236	-89	777	20
356	4091	13	-438	1765	-712	-280	1067	232	-88	785	20
357	4097	32	-428	1757	-717	-358	949	232	-88	785	20
358	4098	61	-412	1767	-653	-396	864	236	-77	775	20
359	4112	61	-412	1767	-653	-396	864	236	-77	775	20
360	4118	115	-416	1775	-595	-428	816	226	-73	783	20
361	4119	190	-402	1728	-604	-453	788	226	-73	783	20
362	4127	190	-402	1728	-604	-453	788	233	-78	784	20
363	4133	232	-346	1729	-704	-455	766	233	-78	784	20
364	4147	252	-260	1798	-847	-467	775	228	-62	781	20
365	4152	198	-181	1841	-902	-537	861	228	-62	781	20
366	4153	198	-181	1841	-902	-537	861	229	-52	783	20
367	4166	116	-101	1806	-782	-652	1070	229	-52	783	20
368	4173	59	-90	1730	-491	-764	1414	231	-58	788	20
369	4173	16	-148	1659	-63	-854	1827	223	-57	798	20
370	4189	16	-148	1659	-63	-854	1827	223	-57	798	20
371	4195	-38	-272	1589	419	-914	2249	222	-67	782	20
372	4196	-61	-502	1568	865	-905	2613	222	-67	782	20
373	4210	-61	-502	1568	865	-905	2613	225	-87	780	20
374	4210	-90	-640	1598	1214	-819	2842	225	-87	780	20
375	4224	-158	-759	1675	1363	-716	2957	223	-113	781	20
376	4230	-310	-818	1884	1350	-656	3049	223	-113	781	20
377	4231	-372	-999	2143	1351	-661	3165	227	-139	776	20
378	4248	-372	-999	2143	1351	-661	3165	221	-160	778	20
379	4249	-370	-1460	2519	1593	-959	3246	228	-193	764	20
380	4265	-370	-1460	2519	1593	-959	3246	228	-193	764	20
381	4265	-219	-1666	2524	1760	-1227	3086	219	-225	757	20
382	4281	76	-1787	2436	1896	-1476	2727	219	-225	757	20
383	4287	76	-1787	2436	1896	-1476	2133	197	-253	754	20
384	4288	420	-1771	2252	1972	-1648	2133	197	-253	754	20
385	4301	730	-1570	2039	2008	-1711	1392	181	-280	753	20
386	4308	941	-1208	1806	2050	-1627	625	181	-280	753	20
387	4308	941	-1208	1806	2050	-1627	625	159	-311	758	20
388	4321	1029	-792	1535	1948	-1449	26	159	-311	758	20
389	4328	1168	-464	1323	1671	-1156	-310	155	-331	749	20
390	4328	1205	-187	1208	1295	-691	-434	130	-342	749	20
391	4339	1205	-187	1208	1295	-691	-434	130	-342	749	20
392	4343	1175	-61	1233	862	-83	-412	142	-354	758	20
393	4355	1139	-51	1418	397	538	-278	142	-354	758	20
394	4361	1139	-51	1418	397	538	-278	145	-360	762	20
395	4362	1092	-163	1721	-2	1030	-129	145	-360	762	20
396	4378	1010	-264	2034	-222	1334	-88	170	-357	765	20
397	4378	912	-296	2320	-261	1499	-140	195	-352	769	20
398	4392	912	-296	2320	-261	1499	-140	195	-352	769	20
399	4398	820	-238	2543	-166	1547	-240	195	-352	769	20
400	4398	722	-118	2692	-22	1481	-360	217	-356	766	20
401	4412	595	14	2745	154	1353	-432	243	-350	780	20
402	4419	595	14	2745	154	1353	-432	243	-350	780	20
403	4419	508	92	2727	321	1233	-411	256	-359	771	20
404	4433	410	115	2640	420	1175	-317	256	-359	771	20
405	4438	410	115	2640	420	1175	-317	269	-366	785	20
406	4439	294	57	2552	413	1230	-228	269	-366	785	20
407	4455	157	22	2539	249	1377	-182	294	-361	796	20
408	4456	25	-97	2554	-69	1565	-204	308	-365	784	20
409	4470	25	-97	2554	-69	1565	-204	308	-365	784	20
410	4476	-84	-151	2716	-473	1779	-327	308	-365	784	20
411	4476	-195	-149	2905	-898	1875	-504	337	-359	787	20
412	4492	-261	-99	3103	-1213	1784	-682	367	-334	795	20
413	4492	-234	-30	3257	-1338	1502	-800	367	-334	795	20
414	4507	-234	-30	3257	-1338	1502	-800	392	-311	809	20
415	4513	-141	135	3288	-1218	1075	-851	392	-311	809	20
416	4513	-64	304	3097	-896	579	-798	394	-300	812	20
417	4527	-64	304	3097	-896	579	-798	394	-300	812	20
418	4532	56	359	2828	-496	140	-636	395	-301	808	20
419	4533	196	352	2580	-171	-185	-444	395	-301	808	20
420	4545	196	352	2580	-171	-185	-444	401	-292	807	20
421	4545	315	325	2323	29	-411	-270	401	-292	807	20
422	4551	428	288	2088	94	-530	-127	394	-293	796	20
423	4565	428	288	2088	94	-530	-127	394	-293	796	20
424	4571	468	249	1895	30	-510	-13	390	-292	806	20
425	4571	466	153	1729	-136	-376	108	396	-301	805	20
426	4585	466	153	1729	-136	-376	108	396	-301	805	20
427	4585	430	16	1715	-361	-184	237	384	-298	807	20
428	4598	319	-252	1584	-592	32	353	384	-298	807	20
429	4605	319	-252	1584	-592	32	353	384	-298	807	20
430	4605	315	-621	1580	-929	319	367	390	-274	807	20
431	4619	379	-601	2012	-1324	589	188	397	-261	802	20
432	4625	407	-445	2221	-1289	526	-24	397	-261	802	20
433	4625	224	-416	2138	-946	367	-172	402	-250	808	20
434	4641	224	-416	2138	-946	367	-172	402	-250	808	20
435	4647	149	-348	2127	-597	252	-152	401	-246	818	20
436	4648	212	-345	2154	-264	118	-41	404	-247	805	20
437	4665	222	-383	2112	25	-32	38	404	-247	805	20
438	4665	226	-403	2003	225	-160	76	409	-255	810	20
439	4679	226	-403	2003	225	-160	76	409	-255	810	20
440	4685	232	-412	1950	358	-196	70	405	-258	816	20
441	4686	240	-405	1934	418	-159	30	405	-258	816	20
442	4700	240	-405	1934	418	-159	30	406	-264	809	20
443	4700	227	-381	1933	397	-95	-41	399	-271	806	20
444	4714	179	-356	1976	306	-25	-107	399	-271	806	20
445	4720	179	-356	1976	306	-25	-107	399	-271	806	20
446	4721	160	-391	2008	182	39	-157	406	-274	809	20
447	4735	156	-433	2037	46	94	-213	408	-273	808	20
